Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
LY,343,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
LY,5102,2024-03-14 16:10:00,2024-03-14 16:10:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
SK,3151,2024-03-14 16:10:00,2024-03-14 16:10:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
SK,3191,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
BZ,462,2024-03-14 16:15:00,2024-03-14 16:15:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
IZ,364,2024-03-14 16:25:00,2024-03-14 16:25:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
LY,1008,2024-03-14 16:25:00,2024-03-14 16:25:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
6H,48,2024-03-14 16:30:00,2024-03-14 16:30:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LH,687,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
SN,7174,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
UA,9123,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
IB,2393,2024-03-14 16:40:00,2024-03-14 16:40:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
LY,2373,2024-03-14 16:40:00,2024-03-14 16:40:00,D,BER,BERLIN,GERMANY,3,ON TIME
LY,2522,2024-03-14 16:40:00,2024-03-14 16:40:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,394,2024-03-14 16:40:00,2024-03-14 16:40:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
AM,7853,2024-03-14 16:50:00,2024-03-14 16:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,325,2024-03-14 16:50:00,2024-03-14 16:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,338,2024-03-14 16:50:00,2024-03-14 16:50:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
SK,3150,2024-03-14 16:50:00,2024-03-14 16:50:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
IZ,1801,2024-03-14 17:00:00,2024-03-14 17:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,387,2024-03-14 17:00:00,2024-03-14 17:00:00,D,MXP,MILAN,ITALY,3,ON TIME
SK,3183,2024-03-14 17:00:00,2024-03-14 17:00:00,D,MXP,MILAN,ITALY,3,ON TIME
W6,4427,2024-03-14 17:00:00,2024-03-14 17:00:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
AM,7866,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
AR,7873,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2396,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,351,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MUC,MUNICH,GERMANY,3,ON TIME
LY,397,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
A4,5024,2024-03-14 17:10:00,2024-03-14 17:10:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
LX,252,2024-03-14 17:10:00,2024-03-14 17:10:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
LY,2367,2024-03-14 17:10:00,2024-03-14 17:10:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
LY,312,2024-03-14 17:10:00,2024-03-14 17:10:00,A,LTN,LONDON LUTON,UNITED KINGDOM,3,NOT FINAL
AM,7877,2024-03-14 17:15:00,2024-03-14 17:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,317,2024-03-14 17:15:00,2024-03-14 17:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
BZ,703,2024-03-14 17:25:00,2024-03-14 17:25:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
LY,5109,2024-03-14 17:30:00,2024-03-14 17:30:00,D,TBS,TBILISI,GEORGIA,3,ON TIME
LY,2523,2024-03-14 17:45:00,2024-03-14 17:45:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
AA,9266,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AM,7859,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AR,7872,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
IB,2395,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,396,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,571,2024-03-14 17:50:00,2024-03-14 17:50:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
IZ,363,2024-03-14 17:55:00,2024-03-14 17:55:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
AR,7879,2024-03-14 18:00:00,2024-03-14 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
LY,383,2024-03-14 18:00:00,2024-03-14 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8900,2024-03-14 18:00:00,2024-03-14 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
W6,4428,2024-03-14 18:00:00,2024-03-14 18:00:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
6H,721,2024-03-14 18:00:00,2024-03-14 18:00:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
IB,2390,2024-03-14 18:05:00,2024-03-14 18:05:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,391,2024-03-14 18:05:00,2024-03-14 18:05:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
6H,711,2024-03-14 18:10:00,2024-03-14 18:10:00,D,VAR,VARNA,BULGARIA,3,ON TIME
BZ,704,2024-03-14 18:20:00,2024-03-14 18:20:00,D,ATH,ATHENS,GREECE,3,ON TIME
LX,253,2024-03-14 18:20:00,2024-03-14 18:20:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
IZ,822,2024-03-14 18:35:00,2024-03-14 18:35:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
5F,447,2024-03-14 18:55:00,2024-03-14 18:55:00,A,RMO,CHISINAU,MOLDOVA,3,NOT FINAL
6H,726,2024-03-14 18:55:00,2024-03-14 18:55:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
IZ,1802,2024-03-14 19:15:00,2024-03-14 19:15:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,543,2024-03-14 19:15:00,2024-03-14 19:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
AA,9259,2024-03-14 19:20:00,2024-03-14 19:20:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AM,7862,2024-03-14 19:20:00,2024-03-14 19:20:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,324,2024-03-14 19:20:00,2024-03-14 19:20:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,5108,2024-03-14 19:20:00,2024-03-14 19:20:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
SK,3160,2024-03-14 19:20:00,2024-03-14 19:20:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AI,139,2024-03-14 19:25:00,2024-03-14 19:25:00,A,DEL,NEW DELHI,INDIA,3,NOT FINAL
IZ,387,2024-03-14 19:50:00,2024-03-14 19:50:00,D,BEG,BELGRADE,SERBIA,3,ON TIME
5F,448,2024-03-14 20:00:00,2024-03-14 20:00:00,D,RMO,CHISINAU,MOLDOVA,3,ON TIME
6H,891,2024-03-14 20:00:00,2024-03-14 20:00:00,D,TBS,TBILISI,GEORGIA,3,ON TIME
IZ,827,2024-03-14 20:10:00,2024-03-14 20:10:00,D,ETM,RAMON,ISRAEL,3,ON TIME
U8,102,2024-03-14 20:20:00,2024-03-14 20:20:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
W4,8287,2024-03-14 20:20:00,2024-03-14 20:20:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,5133,2024-03-14 20:40:00,2024-03-14 20:40:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
LY,87,2024-03-14 20:45:00,2024-03-14 20:45:00,D,HKT,PHUKET,THAILAND,3,ON TIME
6H,226,2024-03-14 20:45:00,2024-03-14 20:45:00,A,RVN,ROVANIEMI,FINLAND,3,NOT FINAL
LY,612,2024-03-14 20:55:00,2024-03-14 20:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
S7,4483,2024-03-14 20:55:00,2024-03-14 20:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
AA,9260,2024-03-14 21:05:00,2024-03-14 21:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,316,2024-03-14 21:05:00,2024-03-14 21:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
AI,140,2024-03-14 21:10:00,2024-03-14 21:10:00,D,DEL,NEW DELHI,INDIA,3,ON TIME
W4,8288,2024-03-14 21:10:00,2024-03-14 21:10:00,D,FCO,ROME,ITALY,3,ON TIME
U8,1457,2024-03-14 21:20:00,2024-03-14 21:20:00,A,VNO,VILNIUS,LITHUANIA,3,NOT FINAL
LY,81,2024-03-14 21:30:00,2024-03-14 21:30:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
QF,5020,2024-03-14 21:30:00,2024-03-14 21:30:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
TG,4584,2024-03-14 21:30:00,2024-03-14 21:30:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
VN,3298,2024-03-14 21:30:00,2024-03-14 21:30:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
IZ,418,2024-03-14 21:35:00,2024-03-14 21:35:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
LY,974,2024-03-14 21:40:00,2024-03-14 21:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
6H,723,2024-03-14 21:40:00,2024-03-14 21:40:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
WZ,4311,2024-03-14 21:50:00,2024-03-14 21:50:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,NOT FINAL
LY,92,2024-03-14 22:05:00,2024-03-14 22:05:00,A,NRT,TOKYO,JAPAN,3,NOT FINAL
IZ,296,2024-03-14 22:15:00,2024-03-14 22:15:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
IZ,828,2024-03-14 22:15:00,2024-03-14 22:15:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
H7,457,2024-03-14 22:30:00,2024-03-14 22:30:00,A,RMO,CHISINAU,MOLDOVA,3,NOT FINAL
LY,84,2024-03-14 22:50:00,2024-03-14 22:50:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
QF,5019,2024-03-14 22:50:00,2024-03-14 22:50:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
TG,4585,2024-03-14 22:50:00,2024-03-14 22:50:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
VN,3295,2024-03-14 22:50:00,2024-03-14 22:50:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
WZ,4312,2024-03-14 22:55:00,2024-03-14 22:55:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
RO,155,2024-03-14 23:20:00,2024-03-14 23:20:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
H7,458,2024-03-14 23:30:00,2024-03-14 23:30:00,D,RMO,CHISINAU,MOLDOVA,3,ON TIME
LY,5110,2024-03-14 23:50:00,2024-03-14 23:50:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
LY,5134,2024-03-14 23:50:00,2024-03-14 23:50:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
6H,712,2024-03-14 23:55:00,2024-03-14 23:55:00,A,VAR,VARNA,BULGARIA,3,NOT FINAL
B6,6453,2024-03-15 00:05:00,2024-03-15 00:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7426,2024-03-15 00:05:00,2024-03-15 00:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,3,2024-03-15 00:05:00,2024-03-15 00:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,328,2024-03-15 00:10:00,2024-03-15 00:10:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
SK,3162,2024-03-15 00:10:00,2024-03-15 00:10:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
6H,722,2024-03-15 00:10:00,2024-03-15 00:10:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
LY,572,2024-03-15 00:20:00,2024-03-15 00:20:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
LY,614,2024-03-15 00:20:00,2024-03-15 00:20:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
RO,156,2024-03-15 00:20:00,2024-03-15 00:20:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
S7,4485,2024-03-15 00:20:00,2024-03-15 00:20:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
LY,544,2024-03-15 00:25:00,2024-03-15 00:25:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
ET,404,2024-03-15 00:35:00,2024-03-15 00:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,356,2024-03-15 00:35:00,2024-03-15 00:35:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
LY,8804,2024-03-15 00:35:00,2024-03-15 00:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
BZ,461,2024-03-15 00:55:00,2024-03-15 00:55:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,2368,2024-03-15 00:55:00,2024-03-15 00:55:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
AR,7851,2024-03-15 01:00:00,2024-03-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
B6,6467,2024-03-15 01:00:00,2024-03-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
B6,6483,2024-03-15 01:00:00,2024-03-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
DL,7437,2024-03-15 01:00:00,2024-03-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
DL,7443,2024-03-15 01:00:00,2024-03-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,17,2024-03-15 01:00:00,2024-03-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
LY,27,2024-03-15 01:00:00,2024-03-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
AM,7869,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
AR,7853,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
B6,6451,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7424,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,1,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
ET,405,2024-03-15 01:30:00,2024-03-15 01:30:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,8807,2024-03-15 01:30:00,2024-03-15 01:30:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,344,2024-03-15 01:50:00,2024-03-15 01:50:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
SK,3190,2024-03-15 01:50:00,2024-03-15 01:50:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
LY,352,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MUC,MUNICH,GERMANY,3,NOT FINAL
LY,388,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MXP,MILAN,ITALY,3,NOT FINAL
SK,3178,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MUC,MUNICH,GERMANY,3,NOT FINAL
SK,3180,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MXP,MILAN,ITALY,3,NOT FINAL
TP,8901,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MXP,MILAN,ITALY,3,NOT FINAL
AA,387,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
AR,7874,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,384,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
SK,3166,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
TP,8897,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
SK,3156,2024-03-15 02:20:00,2024-03-15 02:20:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
6H,892,2024-03-15 02:25:00,2024-03-15 02:25:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
LY,376,2024-03-15 02:30:00,2024-03-15 02:30:00,A,LIS,LISBON,PORTUGAL,3,NOT FINAL
TP,8913,2024-03-15 02:30:00,2024-03-15 02:30:00,A,LIS,LISBON,PORTUGAL,3,NOT FINAL
LY,2524,2024-03-15 02:45:00,2024-03-15 02:45:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
AA,9265,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
AM,7850,2024-03-15 02:55:00,2024-03-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
AM,7879,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
AR,7871,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2394,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,336,2024-03-15 02:55:00,2024-03-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
LY,395,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
SK,3152,2024-03-15 02:55:00,2024-03-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
LY,311,2024-03-15 03:00:00,2024-03-15 03:00:00,D,LTN,LONDON LUTON,UNITED KINGDOM,3,ON TIME
AM,7854,2024-03-15 03:55:00,2024-03-15 03:20:00,A,CDG,PARIS,FRANCE,3,EARLY
IZ,388,2024-03-15 03:20:00,2024-03-15 03:20:00,A,BEG,BELGRADE,SERBIA,3,NOT FINAL
LY,326,2024-03-15 03:55:00,2024-03-15 03:20:00,A,CDG,PARIS,FRANCE,3,EARLY
SK,3158,2024-03-15 03:55:00,2024-03-15 03:20:00,A,CDG,PARIS,FRANCE,3,EARLY
AA,9262,2024-03-15 03:30:00,2024-03-15 03:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
AM,7867,2024-03-15 03:30:00,2024-03-15 03:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,319,2024-03-15 03:30:00,2024-03-15 03:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3161,2024-03-15 03:30:00,2024-03-15 03:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
OS,859,2024-03-15 03:35:00,2024-03-15 03:35:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
LO,151,2024-03-15 03:45:00,2024-03-15 03:45:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
LY,9256,2024-03-15 03:45:00,2024-03-15 03:45:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
AM,7864,2024-03-15 03:50:00,2024-03-15 03:50:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,337,2024-03-15 03:50:00,2024-03-15 03:50:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
SK,3155,2024-03-15 03:50:00,2024-03-15 03:50:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
6H,724,2024-03-15 03:50:00,2024-03-15 03:50:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
IB,2391,2024-03-15 04:15:00,2024-03-15 04:15:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
LY,392,2024-03-15 04:15:00,2024-03-15 04:15:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
AM,7878,2024-03-15 04:20:00,2024-03-15 04:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AR,7870,2024-03-15 04:20:00,2024-03-15 04:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
IB,2397,2024-03-15 04:20:00,2024-03-15 04:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,345,2024-03-15 04:20:00,2024-03-15 04:20:00,D,GVA,GENEVA,SWITZERLAND,3,ON TIME
LY,398,2024-03-15 04:20:00,2024-03-15 04:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
IZ,338,2024-03-15 04:30:00,2024-03-15 04:30:00,A,MXP,MILAN,ITALY,3,NOT FINAL
IZ,282,2024-03-15 04:35:00,2024-03-15 04:35:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
QS,1286,2024-03-15 04:35:00,2024-03-15 04:35:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
AA,9267,2024-03-15 05:05:00,2024-03-15 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
AM,7876,2024-03-15 05:05:00,2024-03-15 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
BZ,251,2024-03-15 05:05:00,2024-03-15 05:05:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
LY,318,2024-03-15 05:05:00,2024-03-15 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
SK,3174,2024-03-15 05:05:00,2024-03-15 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,5101,2024-03-15 05:15:00,2024-03-15 05:15:00,D,WAW,WARSAW,POLAND,3,ON TIME
LO,152,2024-03-15 05:20:00,2024-03-15 05:20:00,D,WAW,WARSAW,POLAND,3,ON TIME
LY,381,2024-03-15 05:20:00,2024-03-15 05:20:00,D,MXP,MILAN,ITALY,3,ON TIME
LY,545,2024-03-15 05:20:00,2024-03-15 05:20:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,9255,2024-03-15 05:20:00,2024-03-15 05:20:00,D,WAW,WARSAW,POLAND,3,ON TIME
NH,5620,2024-03-15 05:20:00,2024-03-15 05:20:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
OS,860,2024-03-15 05:20:00,2024-03-15 05:20:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
SK,3185,2024-03-15 05:20:00,2024-03-15 05:20:00,D,MXP,MILAN,ITALY,3,ON TIME
TP,8910,2024-03-15 05:20:00,2024-03-15 05:20:00,D,MXP,MILAN,ITALY,3,ON TIME
LY,2371,2024-03-15 05:25:00,2024-03-15 05:25:00,D,BER,BERLIN,GERMANY,3,ON TIME
SK,3157,2024-03-15 05:25:00,2024-03-15 05:25:00,D,BER,BERLIN,GERMANY,3,ON TIME
LY,357,2024-03-15 05:30:00,2024-03-15 05:30:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
LY,361,2024-03-15 05:30:00,2024-03-15 05:30:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
SK,3165,2024-03-15 05:30:00,2024-03-15 05:30:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
QS,1287,2024-03-15 05:35:00,2024-03-15 05:35:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,2521,2024-03-15 05:45:00,2024-03-15 05:45:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,10,2024-03-15 05:50:00,2024-03-15 05:50:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,347,2024-03-15 05:50:00,2024-03-15 05:50:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
SK,3189,2024-03-15 05:50:00,2024-03-15 05:50:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
IZ,337,2024-03-15 06:00:00,2024-03-15 06:00:00,D,MXP,MILAN,ITALY,3,ON TIME
LY,5119,2024-03-15 06:00:00,2024-03-15 06:00:00,D,KRK,KRAKOW,POLAND,3,ON TIME
6H,291,2024-03-15 06:00:00,2024-03-15 06:00:00,D,INN,INNSBRUCK,AUSTRIA,3,ON TIME
6H,885,2024-03-15 06:00:00,2024-03-15 06:00:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
LY,2365,2024-03-15 06:05:00,2024-03-15 06:05:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
LY,971,2024-03-15 06:05:00,2024-03-15 06:05:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
AR,7877,2024-03-15 06:10:00,2024-03-15 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
LY,385,2024-03-15 06:10:00,2024-03-15 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
SK,3167,2024-03-15 06:10:00,2024-03-15 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8898,2024-03-15 06:10:00,2024-03-15 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
IZ,413,2024-03-15 06:15:00,2024-03-15 06:15:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
LY,82,2024-03-15 06:15:00,2024-03-15 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
QF,5021,2024-03-15 06:15:00,2024-03-15 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
TG,5483,2024-03-15 06:15:00,2024-03-15 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
VN,3299,2024-03-15 06:15:00,2024-03-15 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
LY,52,2024-03-15 06:25:00,2024-03-15 06:25:00,A,JNB,JOHANNESBURG,SOUTH AFRICA,3,NOT FINAL
QF,5023,2024-03-15 06:25:00,2024-03-15 06:25:00,A,JNB,JOHANNESBURG,SOUTH AFRICA,3,NOT FINAL
IB,2392,2024-03-15 06:30:00,2024-03-15 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,393,2024-03-15 06:30:00,2024-03-15 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
B6,6484,2024-03-15 06:35:00,2024-03-15 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
DL,7444,2024-03-15 06:35:00,2024-03-15 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,28,2024-03-15 06:35:00,2024-03-15 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
AR,7850,2024-03-15 06:45:00,2024-03-15 06:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
